"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9107","Check video block & footer banner for plus user - Endfield in desktop at 1100x800 viewport size","advertisement-tests","Fri Apr 10 06:29:28 UTC 2026","passed","Fri Apr 10 06:29:37 UTC 2026","Verify ad blocks within the desktop viewport range (1024-1232px) for different user roles","advertisement.test.js","",""
"","6904","Check video block & footer banner for regular user - Destiny 2 in desktop at 800x800 viewport size","advertisement-tests","Fri Apr 10 06:24:49 UTC 2026","passed","Fri Apr 10 06:24:56 UTC 2026","Verify video ad block & footer banner within the desktop viewport range (768-1023px) for different user roles","advertisement.test.js","",""
"","15913","Check video block, footer banner, L vertical banner, S vertical banner for ad free user - Diablo 4 in desktop at 1680x1050 viewport size","advertisement-tests","Fri Apr 10 06:35:31 UTC 2026","passed","Fri Apr 10 06:35:47 UTC 2026","Verify ad blocks within the desktop viewport range (>1412px) for different user roles","advertisement.test.js","",""
"","10130","Check advertisement blocks for regular user - Overwatch in desktop at 640x1024 viewport size","advertisement-tests","Fri Apr 10 06:22:26 UTC 2026","passed","Fri Apr 10 06:22:36 UTC 2026","Verify ad blocks within the desktop viewport range (576-767px) for different user roles","advertisement.test.js","",""
"","8952","Check advertisement blocks for regular user - The Bazaar in desktop at 640x1024 viewport size","advertisement-tests","Fri Apr 10 06:22:18 UTC 2026","passed","Fri Apr 10 06:22:27 UTC 2026","Verify ad blocks within the desktop viewport range (576-767px) for different user roles","advertisement.test.js","",""
"","2324","Check advertisement blocks for plus user - Val in desktop at 640x1024 viewport size","advertisement-tests","Fri Apr 10 06:23:08 UTC 2026","passed","Fri Apr 10 06:23:11 UTC 2026","Verify ad blocks within the desktop viewport range (576-767px) for different user roles","advertisement.test.js","",""
"","766","setup plus user","user-roles-setup","Fri Apr 10 06:18:09 UTC 2026","passed","Fri Apr 10 06:18:09 UTC 2026","","setup/userRoles.setup.test.js","",""
"","9451","Check video block, footer banner, L vertical banner, S vertical banner for unauthorized user - Marvel Rivals in desktop at 1680x1050 viewport size","advertisement-tests","Fri Apr 10 06:33:02 UTC 2026","passed","Fri Apr 10 06:33:11 UTC 2026","Verify ad blocks within the desktop viewport range (>1412px) for different user roles","advertisement.test.js","",""
"","3287","Check advertisement blocks for ad free user - Riftbound in desktop at 800x800 viewport size","advertisement-tests","Fri Apr 10 06:25:25 UTC 2026","passed","Fri Apr 10 06:25:28 UTC 2026","Verify video ad block & footer banner within the desktop viewport range (768-1023px) for different user roles","advertisement.test.js","",""
"","12668","Check video block, footer banner, L vertical banner for regular user - 2XKO in desktop at 1280x800 viewport size","advertisement-tests","Fri Apr 10 06:30:36 UTC 2026","passed","Fri Apr 10 06:30:49 UTC 2026","Verify ad blocks within the desktop viewport range (1233-1411px) for different user roles","advertisement.test.js","",""
"","8063","Check video block & footer banner for unauthorized user - Deadlock in mobile at 360x780 viewport size","advertisement-tests","Fri Apr 10 06:18:39 UTC 2026","passed","Fri Apr 10 06:18:47 UTC 2026","Verify ad blocks within the mobile viewport range (320–575px) for different user roles","advertisement.test.js","",""
"","11966","Check video block, footer banner, L vertical banner for regular user - The Bazaar in desktop at 1280x800 viewport size","advertisement-tests","Fri Apr 10 06:31:07 UTC 2026","passed","Fri Apr 10 06:31:19 UTC 2026","Verify ad blocks within the desktop viewport range (1233-1411px) for different user roles","advertisement.test.js","",""
"","10048","Check video block, footer banner, L vertical banner, S vertical banner for regular user - Destiny 2 in desktop at 1680x1050 viewport size","advertisement-tests","Fri Apr 10 06:34:01 UTC 2026","passed","Fri Apr 10 06:34:11 UTC 2026","Verify ad blocks within the desktop viewport range (>1412px) for different user roles","advertisement.test.js","",""
"","8932","Check advertisement blocks for plus user - Endfield in desktop at 800x800 viewport size","advertisement-tests","Fri Apr 10 06:26:21 UTC 2026","passed","Fri Apr 10 06:26:30 UTC 2026","Verify video ad block & footer banner within the desktop viewport range (768-1023px) for different user roles","advertisement.test.js","",""
"","5655","Check video block & footer banner for plus user - ZZZ in desktop at 1100x800 viewport size","advertisement-tests","Fri Apr 10 06:29:10 UTC 2026","passed","Fri Apr 10 06:29:16 UTC 2026","Verify ad blocks within the desktop viewport range (1024-1232px) for different user roles","advertisement.test.js","",""
"","15198","Check video block, footer banner, L vertical banner, S vertical banner for ad free user - Monster Hunter Wilds in desktop at 1680x1050 viewport size","advertisement-tests","Fri Apr 10 06:35:34 UTC 2026","passed","Fri Apr 10 06:35:49 UTC 2026","Verify ad blocks within the desktop viewport range (>1412px) for different user roles","advertisement.test.js","",""
"","10671","Check video block & footer banner for unauthorized user - Hades 2 in mobile at 360x780 viewport size","advertisement-tests","Fri Apr 10 06:18:34 UTC 2026","passed","Fri Apr 10 06:18:45 UTC 2026","Verify ad blocks within the mobile viewport range (320–575px) for different user roles","advertisement.test.js","",""
"","8693","Check video block, footer banner, L vertical banner for unauthorized user - LoL in desktop at 1280x800 viewport size","advertisement-tests","Fri Apr 10 06:29:38 UTC 2026","passed","Fri Apr 10 06:29:46 UTC 2026","Verify ad blocks within the desktop viewport range (1233-1411px) for different user roles","advertisement.test.js","",""
"","8968","Check advertisement blocks for ad free user - Overwatch in desktop at 640x1024 viewport size","advertisement-tests","Fri Apr 10 06:23:01 UTC 2026","passed","Fri Apr 10 06:23:10 UTC 2026","Verify ad blocks within the desktop viewport range (576-767px) for different user roles","advertisement.test.js","",""
"","6061","Check advertisement blocks for ad free user - ZZZ in desktop at 800x800 viewport size","advertisement-tests","Fri Apr 10 06:25:28 UTC 2026","passed","Fri Apr 10 06:25:34 UTC 2026","Verify video ad block & footer banner within the desktop viewport range (768-1023px) for different user roles","advertisement.test.js","",""
"","9876","Check advertisement blocks for regular user - Endfield in desktop at 640x1024 viewport size","advertisement-tests","Fri Apr 10 06:22:20 UTC 2026","passed","Fri Apr 10 06:22:30 UTC 2026","Verify ad blocks within the desktop viewport range (576-767px) for different user roles","advertisement.test.js","",""
"","8423","Check video block, footer banner, L vertical banner for ad free user - Overwatch in desktop at 1280x800 viewport size","advertisement-tests","Fri Apr 10 06:32:03 UTC 2026","passed","Fri Apr 10 06:32:12 UTC 2026","Verify ad blocks within the desktop viewport range (1233-1411px) for different user roles","advertisement.test.js","",""
"","11999","Check video block & footer banner for regular user - PoE 2 in desktop at 1100x800 viewport size","advertisement-tests","Fri Apr 10 06:27:54 UTC 2026","passed","Fri Apr 10 06:28:06 UTC 2026","Verify ad blocks within the desktop viewport range (1024-1232px) for different user roles","advertisement.test.js","",""
"","9662","Check video block & footer banner for unauthorized user - Val in desktop at 1100x800 viewport size","advertisement-tests","Fri Apr 10 06:26:33 UTC 2026","passed","Fri Apr 10 06:26:43 UTC 2026","Verify ad blocks within the desktop viewport range (1024-1232px) for different user roles","advertisement.test.js","",""
"","7378","Check advertisement blocks for unauthorized user - Marathon in desktop at 640x1024 viewport size","advertisement-tests","Fri Apr 10 06:21:39 UTC 2026","passed","Fri Apr 10 06:21:46 UTC 2026","Verify ad blocks within the desktop viewport range (576-767px) for different user roles","advertisement.test.js","",""
"","9221","Check advertisement blocks for unauthorized user - Diablo 4 in desktop at 640x1024 viewport size","advertisement-tests","Fri Apr 10 06:21:14 UTC 2026","passed","Fri Apr 10 06:21:24 UTC 2026","Verify ad blocks within the desktop viewport range (576-767px) for different user roles","advertisement.test.js","",""
