"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2108","Error validation: 404 status code & title on usual page","others-tests","2026-07-16","passed","2026-07-16","","others.test.js","",""
"","5459","Admin role has access to SEO modal on the structure pages","ngf-tests","2026-07-16","passed","2026-07-16","Admin permission","ngf.test.js","",""
"","14316","Admin role can duplicate the structure page","ngf-tests","2026-07-16","passed","2026-07-16","Admin permission","ngf.test.js","",""
"","6821","Create a build page on Monster Hunter Wilds project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","1074","Check API Game Manager permission","ngf-tests","2026-07-16","passed","2026-07-16","Game Manager permission","ngf.test.js","",""
"","7711","Create a guide page on TFT project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","6439","Create a guide page on PoE project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","1074","Check API admin permission","ngf-tests","2026-07-16","passed","2026-07-16","Admin permission","ngf.test.js","",""
"","8366","Create a build page on Val project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","12003","Create a structure page on PoE project","ngf-tests","2026-07-16","passed","2026-07-16","Creating ST Pages","ngf.test.js","",""
"","8191","Create a build page on TFT project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","6593","Create a team page on Endfield project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","3586","Checking ""New Games"" in the navbar on https://stg.mobalytics.gg","ngf-tests","2026-07-16","passed","2026-07-16","","ngf.test.js","",""
"","7830","Create a build page on PoE 2 project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","6517","Create a guide page on Deadlock project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","6836","Create a deck page on Riftbound project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","6326","Create a tier-list page on Marvel Rivals project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","7263","Game Manager can upload a video to CDN on the structure pages","ngf-tests","2026-07-16","passed","2026-07-16","Game Manager permission","ngf.test.js","",""
"","3857","Internal Writer role has NO access to the Admin ST page","ngf-tests","2026-07-16","passed","2026-07-16","Internal Writer permission","ngf.test.js","",""
"","94379","Create a build page on LoL project","ngf-tests","2026-07-16","broken","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","10778","Create a structure page on Riftbound project","ngf-tests","2026-07-16","passed","2026-07-16","Creating ST Pages","ngf.test.js","",""
"","4290","View mode of the ""/qa-not-delete-st-page"" structure page is available for the Game Manager role","ngf-tests","2026-07-16","passed","2026-07-16","Game Manager permission","ngf.test.js","",""
"","5972","Check static data on NGF ZZZ","ngf-tests","2026-07-16","passed","2026-07-16","","ngf.test.js","",""
"","7231","Create a build page on PoE project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","243","setup internal writer","auth-setup","2026-07-16","passed","2026-07-16","","setup/auth.setup.test.js","",""
"","6744","Create a guide page on Nightreign project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","5568","Check static data on NGF Hades 2","ngf-tests","2026-07-16","passed","2026-07-16","","ngf.test.js","",""
"","847","setup admin","auth-setup","2026-07-16","passed","2026-07-16","","setup/auth.setup.test.js","",""
"","5630","Check static data on NGF The Bazaar","ngf-tests","2026-07-16","passed","2026-07-16","","ngf.test.js","",""
"","4689","Game Manager role can't archive, duplicate ST pages","ngf-tests","2026-07-16","passed","2026-07-16","Game Manager permission","ngf.test.js","",""
"","6904","Create a build page on Marvel Rivals project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","6916","Create a guide page on STS 2 project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","13231","Create a structure page on TFT project","ngf-tests","2026-07-16","passed","2026-07-16","Creating ST Pages","ngf.test.js","",""
"","6606","Create a tier-list page on Monster Hunter Wilds project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","4516","View mode of the ""/qa-not-delete-st-page"" structure page is available for the Admin role","ngf-tests","2026-07-16","passed","2026-07-16","Admin permission","ngf.test.js","",""
"","10258","Create a structure page on MHW project","ngf-tests","2026-07-16","passed","2026-07-16","Creating ST Pages","ngf.test.js","",""
"","8491","Create a guide page on LoL project","ngf-tests","2026-07-16","passed","2026-07-16","Creating UG Pages","ngf.test.js","",""
"","11554","Create a structure page on Diablo 4 project","ngf-tests","2026-07-16","passed","2026-07-16","Creating ST Pages","ngf.test.js","",""
"","4082","St Widget contains only ""Edit"" button & ""Create Page"" button is missing on ST page for Game Manager role","ngf-tests","2026-07-16","passed","2026-07-16","Game Manager permission","ngf.test.js","",""
