"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","160694","Check that hydration is ok on Riftbound","hydration-tests","Thu Feb 19 23:33:30 UTC 2026","passed","Thu Feb 19 23:36:11 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","295653","Check that hydration is ok on PoE-2","hydration-tests","Thu Feb 19 23:34:42 UTC 2026","passed","Thu Feb 19 23:39:38 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","4190","Check 100 links is opened successfully in the table on news sitemap: https://mobalytics.gg/news/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:47 UTC 2026","passed","Thu Feb 19 23:29:51 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","12883","Check 100 links is opened successfully in the table on tft set4-5 sitemap: https://mobalytics.gg/tft/set4-5/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:23 UTC 2026","passed","Thu Feb 19 23:29:36 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","152706","Check that hydration is ok on Destiny-2","hydration-tests","Thu Feb 19 23:30:18 UTC 2026","passed","Thu Feb 19 23:32:50 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","2842","Check 100 links is opened successfully in the table on elden-ring-nightreign sitemap: https://mobalytics.gg/elden-ring-nightreign/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:51 UTC 2026","passed","Thu Feb 19 23:29:54 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","193515","Check that hydration is ok on Valorant","hydration-tests","Thu Feb 19 23:30:16 UTC 2026","passed","Thu Feb 19 23:33:30 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","7095","Check 100 links is opened successfully in the table on valorant sitemap: https://mobalytics.gg/valorant/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:20 UTC 2026","passed","Thu Feb 19 23:29:27 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","569","Check project links in the main sitemap list https://mobalytics.gg/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:09 UTC 2026","passed","Thu Feb 19 23:29:09 UTC 2026","","sitemap.test.js","",""
"","126938","Check that hydration is ok on News","hydration-tests","Thu Feb 19 23:37:43 UTC 2026","passed","Thu Feb 19 23:39:49 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","8152","Check 100 links is opened successfully in the table on arknights-endfield sitemap: https://mobalytics.gg/arknights-endfield/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:36 UTC 2026","passed","Thu Feb 19 23:29:44 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","9949","Check 100 links is opened successfully in the table on mhw sitemap: https://mobalytics.gg/mhw/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:53 UTC 2026","passed","Thu Feb 19 23:30:03 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","8964","Check 100 wiki pages is opened successfully on borderlands-4 sitemap: https://mobalytics.gg/borderlands-4/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:09 UTC 2026","passed","Thu Feb 19 23:29:18 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","11697","Check 100 featured builds is opened successfully on diablo-4 sitemap: https://mobalytics.gg/diablo-4/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:09 UTC 2026","passed","Thu Feb 19 23:29:20 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","320528","Check that hydration is ok on TFT-Set16","hydration-tests","Thu Feb 19 23:42:12 UTC 2026","passed","Thu Feb 19 23:47:33 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","134208","Check that hydration is ok on Marvel-Rivals","hydration-tests","Thu Feb 19 23:39:05 UTC 2026","passed","Thu Feb 19 23:41:20 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","197713","Check that hydration is ok on Bazaar","hydration-tests","Thu Feb 19 23:41:20 UTC 2026","passed","Thu Feb 19 23:44:37 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","317030","Check 100 links is opened successfully in the table on tft set-16 sitemap: https://mobalytics.gg/tft/set16/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:23 UTC 2026","passed","Thu Feb 19 23:34:40 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","2434","Check 100 links is opened successfully in the table on 2xko sitemap: https://mobalytics.gg/2xko/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:37 UTC 2026","passed","Thu Feb 19 23:29:39 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","29","Check 100 links is opened successfully in the table on example-game sitemap: https://mobalytics.gg/example-game/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:39 UTC 2026","skipped","Thu Feb 19 23:29:39 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","175039","Check that hydration is ok on MHW","hydration-tests","Thu Feb 19 23:39:38 UTC 2026","passed","Thu Feb 19 23:42:33 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","8389","Check 100 links is opened successfully in the table on deadlock sitemap: https://mobalytics.gg/deadlock/sitemap.xml","sitemap-tests","Thu Feb 19 23:30:00 UTC 2026","passed","Thu Feb 19 23:30:09 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","9099","Check 100 links is opened successfully in the table on the-bazaar sitemap: https://mobalytics.gg/the-bazaar/sitemap.xml","sitemap-tests","Thu Feb 19 23:30:05 UTC 2026","passed","Thu Feb 19 23:30:14 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","147607","Check that hydration is ok on Champions-Sitemap","hydration-tests","Thu Feb 19 23:42:33 UTC 2026","passed","Thu Feb 19 23:45:01 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","174550","Check that hydration is ok on Borderlands-4","hydration-tests","Thu Feb 19 23:36:11 UTC 2026","passed","Thu Feb 19 23:39:05 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","117979","Check that hydration is ok on Endfield","hydration-tests","Thu Feb 19 23:32:26 UTC 2026","passed","Thu Feb 19 23:34:24 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","29413","Check 100 links is opened successfully in the table on champions-sitemap: https://mobalytics.gg/champions-sitemap.xml","sitemap-tests","Thu Feb 19 23:29:11 UTC 2026","passed","Thu Feb 19 23:29:41 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","4796","Check 100 links is opened successfully in the table on marathon sitemap: https://mobalytics.gg/marathon/sitemap.xml","sitemap-tests","Thu Feb 19 23:30:14 UTC 2026","passed","Thu Feb 19 23:30:19 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","125502","Check that hydration is ok on Marathon","hydration-tests","Thu Feb 19 23:30:20 UTC 2026","passed","Thu Feb 19 23:32:26 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","7913","Check 100 links is opened successfully in the table on endfield sitemap: https://mobalytics.gg/arknights-endfield/sitemap.xml","sitemap-tests","Thu Feb 19 23:30:09 UTC 2026","passed","Thu Feb 19 23:30:17 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","12589","Check 100 links is opened successfully in the table on poe-2 sitemap: https://mobalytics.gg/poe-2/sitemap.xml","sitemap-tests","Thu Feb 19 23:30:03 UTC 2026","passed","Thu Feb 19 23:30:16 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","9565","Check 100 links is opened successfully in the table on zzz sitemap: https://mobalytics.gg/zzz/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:51 UTC 2026","passed","Thu Feb 19 23:30:00 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","196026","Check that hydration is ok on Hades-2","hydration-tests","Thu Feb 19 23:34:26 UTC 2026","passed","Thu Feb 19 23:37:42 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","10644","Check 100 links is opened successfully in the table on poe sitemap: https://mobalytics.gg/poe/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:41 UTC 2026","passed","Thu Feb 19 23:29:51 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","142723","Check that hydration is ok on Deadlock","hydration-tests","Thu Feb 19 23:39:50 UTC 2026","passed","Thu Feb 19 23:42:12 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","778","Check 100 links is opened successfully in the table on tft sitemap: https://mobalytics.gg/tft/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:22 UTC 2026","passed","Thu Feb 19 23:29:23 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","95835","Check that hydration is ok on 2xko","hydration-tests","Thu Feb 19 23:32:51 UTC 2026","passed","Thu Feb 19 23:34:26 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","9961","Check 100 links is opened successfully in the table on destiny-2 sitemap: https://mobalytics.gg/destiny-2/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:27 UTC 2026","passed","Thu Feb 19 23:29:37 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","311083","Check that hydration is ok on ZZZ","hydration-tests","Thu Feb 19 23:38:59 UTC 2026","passed","Thu Feb 19 23:44:10 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","7383","Check 100 links is opened successfully in the table on riftbound sitemap: https://mobalytics.gg/riftbound/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:39 UTC 2026","passed","Thu Feb 19 23:29:47 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","274873","Check that hydration is ok on PoE","hydration-tests","Thu Feb 19 23:34:24 UTC 2026","passed","Thu Feb 19 23:38:59 UTC 2026","Check hydration is successfully for each project","hydration.test.js","",""
"","48","Check 100 links is opened successfully in the table on overwatch sitemap: https://mobalytics.gg/overwatch/sitemap.xml","sitemap-tests","Thu Feb 19 23:30:16 UTC 2026","skipped","Thu Feb 19 23:30:16 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","8568","Check 100 links is opened successfully in the table on hades-2 sitemap: https://mobalytics.gg/hades-2/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:44 UTC 2026","passed","Thu Feb 19 23:29:53 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","10532","Check 100 links is opened successfully in the table on marvel-rivals sitemap: https://mobalytics.gg/marvel-rivals/sitemap.xml","sitemap-tests","Thu Feb 19 23:29:54 UTC 2026","passed","Thu Feb 19 23:30:05 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
"","12698","Check 100 links is opened successfully in the table on sitemap_index: https://mobalytics.gg/sitemap_index.xml","sitemap-tests","Thu Feb 19 23:29:09 UTC 2026","passed","Thu Feb 19 23:29:21 UTC 2026","Sitemap links open successfully for each project","sitemap.test.js","",""
