"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","276890","Check that hydration is ok on MHW","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","244280","Check that hydration is ok on Destiny-2","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","1833","Check that hydration is ok on News","hydration-tests","2026-08-21","passed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","369667","Check that hydration is ok on PoE","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","15581","Check project links in the main sitemap list https://mobalytics.gg/sitemap.xml","sitemap-tests","2026-08-21","passed","2026-08-21","","sitemap.test.js","",""
"","200295","Check that hydration is ok on Endfield","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","380149","Check that hydration is ok on PoE-2","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","208827","Check that hydration is ok on 2xko","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","228853","Check that hydration is ok on ZZZ","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","197284","Check that hydration is ok on Borderlands-4","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","256009","Check that hydration is ok on Hades-2","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","173237","Check that hydration is ok on Marvel-Rivals","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","232982","Check that hydration is ok on Marathon","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","189148","Check that hydration is ok on Riftbound","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","302109","Check that hydration is ok on Valorant","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
"","244489","Check that hydration is ok on Deadlock","hydration-tests","2026-08-21","failed","2026-08-21","Check hydration is successfully for each project","hydration.test.js","",""
