"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8859","Create a structure page on Destiny 2 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating ST Pages","ngf.test.js","",""
"","5667","Create a guide page on Diablo 4 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5183","Create a guide page on Nightreign project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5691","Create a build page on The Bazaar project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","6021","Create a build page on Borderlands 4 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5416","Create a guide page on Borderlands 4 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","1046","Check API admin permission","ngf-tests","2026-07-14","passed","2026-07-14","Admin permission","ngf.test.js","",""
"","5805","Create a build page on Monster Hunter Wilds project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5468","Create a tier-list page on 2XKO project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","7463","Admin role can delete the structure page on the ST page","ngf-tests","2026-07-14","passed","2026-07-14","Admin permission","ngf.test.js","",""
"","4041","Admin role has access to SEO modal on the structure pages","ngf-tests","2026-07-14","passed","2026-07-14","Admin permission","ngf.test.js","",""
"","5541","Create a tier-list page on Monster Hunter Wilds project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","8489","Create a structure page on MHW project","ngf-tests","2026-07-14","passed","2026-07-14","Creating ST Pages","ngf.test.js","",""
"","5939","Create a build page on Nightreign project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","6464","Create a guide page on TFT project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","3151","Internal Writer role has NO access to the control panel","ngf-tests","2026-07-14","passed","2026-07-14","Internal Writer permission","ngf.test.js","",""
"","6298","Game Manager can upload a video to CDN on the structure pages","ngf-tests","2026-07-14","passed","2026-07-14","Game Manager permission","ngf.test.js","",""
"","8954","Create a structure page on PoE 2 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating ST Pages","ngf.test.js","",""
"","8125","Create a structure page on Riftbound project","ngf-tests","2026-07-14","passed","2026-07-14","Creating ST Pages","ngf.test.js","",""
"","10013","Create a structure page on Diablo 4 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating ST Pages","ngf.test.js","",""
"","5613","Create a tier-list page on Deadlock project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","34742","Check x-moba-ssr-cache header & new content are present on MHW build page","others-tests","2026-07-14","passed","2026-07-14","","others.test.js","",""
"","14203","Delete mobalytics account","account-tests","2026-07-14","passed","2026-07-14","","account.test.js","",""
"","4958","Check static data on NGF 2XKO","ngf-tests","2026-07-14","passed","2026-07-14","","ngf.test.js","",""
"","5117","Check static data on NGF Deadlock","ngf-tests","2026-07-14","passed","2026-07-14","","ngf.test.js","",""
"","5843","Create a tier-list page on Val project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","8177","Create a build page on Diablo 4 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","8117","Create a structure page on Hades 2 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating ST Pages","ngf.test.js","",""
"","5248","Create a tier-list page on Riftbound project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5341","Create a tier-list page on Nightreign project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5311","Create a guide page on Overwatch project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","11495","Create a structure page on TFT project","ngf-tests","2026-07-14","passed","2026-07-14","Creating ST Pages","ngf.test.js","",""
"","5669","Create a build page on 2XKO project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5023","Check static data on NGF Borderlands 4","ngf-tests","2026-07-14","passed","2026-07-14","","ngf.test.js","",""
"","8576","Create a structure page on LoL project","ngf-tests","2026-07-14","passed","2026-07-14","Creating ST Pages","ngf.test.js","",""
"","940","setup admin","auth-setup","2026-07-14","passed","2026-07-14","","setup/auth.setup.test.js","",""
"","5392","Create a tier-list page on Marvel Rivals project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","8806","Create a structure page on Nightreign project","ngf-tests","2026-07-14","passed","2026-07-14","Creating ST Pages","ngf.test.js","",""
"","6179","Create a guide page on Deadlock project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5907","Create a build page on ZZZ project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","6320","Create a build page on LoL project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5283","Create a tier-list page on Overwatch project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","1571","Error validation: 404 status code & title on NGF page","others-tests","2026-07-14","passed","2026-07-14","","others.test.js","",""
"","5636","Create a tier-list page on Marathon project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","11886","Create a build page on STS 2 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","10521","Create a structure page on Valorant project","ngf-tests","2026-07-14","passed","2026-07-14","Creating ST Pages","ngf.test.js","",""
"","6100","Create a tier-list page on PoE project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5471","Create a tier-list page on ZZZ project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5424","Create a build page on Overwatch project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","1077","Check static data on NGF STS 2","ngf-tests","2026-07-14","passed","2026-07-14","","ngf.test.js","",""
"","5867","Create a build page on Hades 2 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","4728","Check static data on NGF Endfield","ngf-tests","2026-07-14","passed","2026-07-14","","ngf.test.js","",""
"","5391","Create a guide page on The Bazaar project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","4928","Check static data on NGF Marathon","ngf-tests","2026-07-14","passed","2026-07-14","","ngf.test.js","",""
"","5500","Create a tier-list page on STS 2 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","3385","St Widget contains only ""Edit"" button & ""Create Page"" button is missing on ST page for Game Manager role","ngf-tests","2026-07-14","passed","2026-07-14","Game Manager permission","ngf.test.js","",""
"","5994","Create a guide page on PoE 2 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","5735","Create a tier-list page on PoE 2 project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","2992","Admin role has access to the Admin ST page","ngf-tests","2026-07-14","passed","2026-07-14","Admin permission","ngf.test.js","",""
"","5309","Create a guide page on Monster Hunter Wilds project","ngf-tests","2026-07-14","passed","2026-07-14","Creating UG Pages","ngf.test.js","",""
"","9863","Admin role is allowed to publish structure pages","ngf-tests","2026-07-14","passed","2026-07-14","Admin permission","ngf.test.js","",""
"","8473","Create a structure page on Bazaar project","ngf-tests","2026-07-14","passed","2026-07-14","Creating ST Pages","ngf.test.js","",""
